"student_code","full_name","class_name","gender","dob","email","login_password","current_address"
"CMS100958","Malis Pisey","12D","female","2008-10-06","malis.pisey.12d@school.edu","pisey06102008","Village 06 12D Boeng Keng Kang Kandal"
"CMS100959","Rattanak Pisey","12E","male","2008-11-07","rattanak.pisey.12e@school.edu","pisey07112008","Village 07 12E Tuek Thla Takeo"
"CMS100960","Sothea Pisey","12F","female","2008-12-08","sothea.pisey.12f@school.edu","pisey08122008","Village 08 12F Prek Eng Kampong Cham"
"CMS100961","Sok Ravy","12A","male","2008-01-09","sok.ravy.12a@school.edu","ravy09012008","Village 01 12A Chbar Ampov Siem Reap"
"CMS100962","Chan Ravy","12B","female","2008-02-10","chan.ravy.12b@school.edu","ravy10022008","Village 02 12B Sala Kamreuk Battambang"
"CMS100963","Lim Ravy","12C","male","2008-03-11","lim.ravy.12c@school.edu","ravy11032008","Village 03 12C Svay Dangkum Banteay Meanchey"
"CMS100964","Keo Ravy","12D","female","2008-04-12","keo.ravy.12d@school.edu","ravy12042008","Village 04 12D Preaek Pra Kampot"
"CMS100965","Phan Ravy","12E","male","2008-05-13","phan.ravy.12e@school.edu","ravy13052008","Village 05 12E Ta Khmau Phnom Penh"
"CMS100966","Meas Ravy","12F","female","2008-06-14","meas.ravy.12f@school.edu","ravy14062008","Village 06 12F Boeng Keng Kang Kandal"
"CMS100967","Ouk Ravy","12A","male","2008-07-15","ouk.ravy.12a@school.edu","ravy15072008","Village 07 12A Tuek Thla Takeo"
"CMS100968","Chhim Ravy","12B","female","2008-08-16","chhim.ravy.12b@school.edu","ravy16082008","Village 08 12B Prek Eng Kampong Cham"
"CMS100969","Yin Ravy","12C","male","2008-09-17","yin.ravy.12c@school.edu","ravy17092008","Village 01 12C Chbar Ampov Siem Reap"
"CMS100970","Touch Ravy","12D","female","2008-10-18","touch.ravy.12d@school.edu","ravy18102008","Village 02 12D Sala Kamreuk Battambang"
"CMS100971","Ngov Ravy","12E","male","2008-11-19","ngov.ravy.12e@school.edu","ravy19112008","Village 03 12E Svay Dangkum Banteay Meanchey"
"CMS100972","Suon Ravy","12F","female","2008-12-20","suon.ravy.12f@school.edu","ravy20122008","Village 04 12F Preaek Pra Kampot"
"CMS100973","Prak Ravy","12A","male","2008-01-21","prak.ravy.12a@school.edu","ravy21012008","Village 05 12A Ta Khmau Phnom Penh"
"CMS100974","Kim Ravy","12B","female","2008-02-22","kim.ravy.12b@school.edu","ravy22022008","Village 06 12B Boeng Keng Kang Kandal"
"CMS100975","Chhay Ravy","12C","male","2008-03-23","chhay.ravy.12c@school.edu","ravy23032008","Village 07 12C Tuek Thla Takeo"
"CMS100976","Nou Ravy","12D","female","2008-04-24","nou.ravy.12d@school.edu","ravy24042008","Village 08 12D Prek Eng Kampong Cham"
"CMS100977","Heng Ravy","12E","male","2008-05-25","heng.ravy.12e@school.edu","ravy25052008","Village 01 12E Chbar Ampov Siem Reap"
"CMS100978","Pen Ravy","12F","female","2008-06-26","pen.ravy.12f@school.edu","ravy26062008","Village 02 12F Sala Kamreuk Battambang"
"CMS100979","Sam Ravy","12A","male","2008-07-27","sam.ravy.12a@school.edu","ravy27072008","Village 03 12A Svay Dangkum Banteay Meanchey"
"CMS100980","Korng Ravy","12B","female","2008-08-28","korng.ravy.12b@school.edu","ravy28082008","Village 04 12B Preaek Pra Kampot"
"CMS100981","Ros Ravy","12C","male","2008-09-01","ros.ravy.12c@school.edu","ravy01092008","Village 05 12C Ta Khmau Phnom Penh"
"CMS100982","Chin Ravy","12D","female","2008-10-02","chin.ravy.12d@school.edu","ravy02102008","Village 06 12D Boeng Keng Kang Kandal"
"CMS100983","Mao Ravy","12E","male","2008-11-03","mao.ravy.12e@school.edu","ravy03112008","Village 07 12E Tuek Thla Takeo"
"CMS100984","Lay Ravy","12F","female","2008-12-04","lay.ravy.12f@school.edu","ravy04122008","Village 08 12F Prek Eng Kampong Cham"
"CMS100985","Vannak Ravy","12A","male","2008-01-05","vannak.ravy.12a@school.edu","ravy05012008","Village 01 12A Chbar Ampov Siem Reap"
"CMS100986","Sreypov Ravy","12B","female","2008-02-06","sreypov.ravy.12b@school.edu","ravy06022008","Village 02 12B Sala Kamreuk Battambang"
"CMS100987","Rith Ravy","12C","male","2008-03-07","rith.ravy.12c@school.edu","ravy07032008","Village 03 12C Svay Dangkum Banteay Meanchey"
"CMS100988","Borey Ravy","12D","female","2008-04-08","borey.ravy.12d@school.edu","ravy08042008","Village 04 12D Preaek Pra Kampot"
"CMS100989","Visal Ravy","12E","male","2008-05-09","visal.ravy.12e@school.edu","ravy09052008","Village 05 12E Ta Khmau Phnom Penh"
"CMS100990","Malis Ravy","12F","female","2008-06-10","malis.ravy.12f@school.edu","ravy10062008","Village 06 12F Boeng Keng Kang Kandal"
"CMS100991","Rattanak Ravy","12A","male","2008-07-11","rattanak.ravy.12a@school.edu","ravy11072008","Village 07 12A Tuek Thla Takeo"
"CMS100992","Sothea Ravy","12B","female","2008-08-12","sothea.ravy.12b@school.edu","ravy12082008","Village 08 12B Prek Eng Kampong Cham"
"CMS100993","Sok Veasna","12C","male","2008-09-13","sok.veasna.12c@school.edu","veasna13092008","Village 01 12C Chbar Ampov Siem Reap"
"CMS100994","Chan Veasna","12D","female","2008-10-14","chan.veasna.12d@school.edu","veasna14102008","Village 02 12D Sala Kamreuk Battambang"
"CMS100995","Lim Veasna","12E","male","2008-11-15","lim.veasna.12e@school.edu","veasna15112008","Village 03 12E Svay Dangkum Banteay Meanchey"
"CMS100996","Keo Veasna","12F","female","2008-12-16","keo.veasna.12f@school.edu","veasna16122008","Village 04 12F Preaek Pra Kampot"
"CMS100997","Phan Veasna","12A","male","2008-01-17","phan.veasna.12a@school.edu","veasna17012008","Village 05 12A Ta Khmau Phnom Penh"
"CMS100998","Meas Veasna","12B","female","2008-02-18","meas.veasna.12b@school.edu","veasna18022008","Village 06 12B Boeng Keng Kang Kandal"
"CMS100999","Ouk Veasna","12C","male","2008-03-19","ouk.veasna.12c@school.edu","veasna19032008","Village 07 12C Tuek Thla Takeo"
"CMS101000","Chhim Veasna","12D","female","2008-04-20","chhim.veasna.12d@school.edu","veasna20042008","Village 08 12D Prek Eng Kampong Cham"
