"email","password_hash","role","full_name","gender","student_code"
"chhim.rachana.11f@school.edu","$2a$10$lOGdkEP/2TLlPf/xLFddt.BKrWV9ownlUWXjTB660xHg9WjbcxaGK","student","Chhim Rachana","female","CMS100744"
"yin.rachana.11a@school.edu","$2a$10$KNRyqSEEkP37SyTBTUjHGO3bJ5S2fhi4DiKJ/fC8dpYMlSOxu6GOq","student","Yin Rachana","male","CMS100745"
"touch.rachana.11b@school.edu","$2a$10$t8BP1LNK8HZ/OWxJge2qAerkSYFF0WOqKHCaWbxv1EPW/I3SLthHO","student","Touch Rachana","female","CMS100746"
"ngov.rachana.11c@school.edu","$2a$10$1KBZZF4atyWh/zD5ReQ2x.d8POKUhk5zi03/ybP5ZlSzd9TXNISXi","student","Ngov Rachana","male","CMS100747"
"suon.rachana.11d@school.edu","$2a$10$2wgGcpyYTSBxhBPf.aODY.FZgJ88laNhOXGYKvUhcO1JxFDqWB1Xi","student","Suon Rachana","female","CMS100748"
"prak.rachana.11e@school.edu","$2a$10$NgvnQwFxjVj75dXnJFRC9.Ks6Di7LlULoJZ6Yc6b.AJyiJkO.s8OC","student","Prak Rachana","male","CMS100749"
"kim.rachana.11f@school.edu","$2a$10$LjfxU8Q/RIULUb7TIPJcI.t.DpJejj2YHb90C2vUWtUXBrv.x/GKa","student","Kim Rachana","female","CMS100750"
"chhay.rachana.11a@school.edu","$2a$10$rSagfVmvsQkDy9V1mmSbAeVkWgliRfGjeqeL34asYCnPqojnqMH4u","student","Chhay Rachana","male","CMS100751"
"nou.rachana.11b@school.edu","$2a$10$fQEoMS4gLwYKVuwaXY2/5.I/KFNzrJKuBTWGlS6YW9nyLq.IOrzHC","student","Nou Rachana","female","CMS100752"
"heng.rachana.11c@school.edu","$2a$10$ypZW0iIehXNAyLxLd5JkouZQKRB6AWJ1Ipcbs9Ok8sk6maZzqB/xm","student","Heng Rachana","male","CMS100753"
"pen.rachana.11d@school.edu","$2a$10$6FpmWFYQBqDad1YH1ZMYL.rwhI0nL1KvVW3juh/LQ/.hNkGHJwary","student","Pen Rachana","female","CMS100754"
"sam.rachana.11e@school.edu","$2a$10$Gxi1I3evHvmZAFIhbIgzruRXL4inFuOmUvkYkBuSqAYzBtSFJI/G.","student","Sam Rachana","male","CMS100755"
"korng.rachana.11f@school.edu","$2a$10$/24e3vb6u/Fhl6nz6vPuxO4n5.eSZPSpeHiEh2TufEYiQFVZSs5BO","student","Korng Rachana","female","CMS100756"
"ros.rachana.11a@school.edu","$2a$10$QV.ZPpN0sv9bAmxUn84q8.qSkKp0bqaeVlShx2V6cS9nzqelhoWnS","student","Ros Rachana","male","CMS100757"
"chin.rachana.11b@school.edu","$2a$10$H1aSlxg1zDCbhsUwoqe5I.agbIhW0sS9nPYB9iDzj2YEp5UU.9Qii","student","Chin Rachana","female","CMS100758"
"mao.rachana.11c@school.edu","$2a$10$zQypCS6Dngu6JUkMXH3O4u5UkfLYeLdRYFk97fsywebiUuAwoHiPa","student","Mao Rachana","male","CMS100759"
"lay.rachana.11d@school.edu","$2a$10$xstQLiHecHydM6WbUV5wTu8UV4wCAXT8dOtYGocAbXQcZl9WNT7Ky","student","Lay Rachana","female","CMS100760"
"vannak.rachana.11e@school.edu","$2a$10$a7fQLwE9j83SHxR9U.gJdOvw.8TVOldIxj77W3J40kO0IiIni/PGC","student","Vannak Rachana","male","CMS100761"
"sreypov.rachana.11f@school.edu","$2a$10$zezzx72yuawPwPdwp3ud9uG7RP4.mkW3t6LIVWud5dEZhFVT4tuhu","student","Sreypov Rachana","female","CMS100762"
"rith.rachana.11a@school.edu","$2a$10$b2cxqzLwGYCMsCMG9tYIDeRdiX9Tn49aj.BilInxKDDzdBBK27hV2","student","Rith Rachana","male","CMS100763"
"borey.rachana.11b@school.edu","$2a$10$mES6iBqIwWohL3O7sBzc2um/tlzmqlve6/UO/OL2dHg4b6X4XVBA6","student","Borey Rachana","female","CMS100764"
"visal.rachana.11c@school.edu","$2a$10$AZ1z36c0euRYQZBxk/ld5u7FWx22225R43HQaqRJ3ia4cg7rYz.3q","student","Visal Rachana","male","CMS100765"
"malis.rachana.11d@school.edu","$2a$10$ChFeK3uS00p9iMNRdwZnmeEk6ALx2.fRtS7z3hjNv5/icGwvZEffu","student","Malis Rachana","female","CMS100766"
"rattanak.rachana.11e@school.edu","$2a$10$mNaYhXHQS7LufVIcGPDKxeNj18oUujvXNZuhyFIVkNMvrl0CsF3Mu","student","Rattanak Rachana","male","CMS100767"
"sothea.rachana.11f@school.edu","$2a$10$HDRktomIH4.kNXBiN/uqlOt8vpgrUeYxz2ZwVa9UXgI0mcLs0YeDu","student","Sothea Rachana","female","CMS100768"
"sok.sokunthea.11a@school.edu","$2a$10$mwQaYd7LUOp7g12ypKwCVuj44wFsseiPkMSNIAkuuuYXIQkOXxDq.","student","Sok Sokunthea","male","CMS100769"
"chan.sokunthea.11b@school.edu","$2a$10$/p6p9lNEVDPgZ/imxFH60Oc1fEJgbkrxprKorqe1BH4KoCroB4mIi","student","Chan Sokunthea","female","CMS100770"
"lim.sokunthea.11c@school.edu","$2a$10$LQ76nl.ZwNpUS.LM2ODtOebcRacsrTAbrB1VicSgKTQTamJ4.LHPy","student","Lim Sokunthea","male","CMS100771"
"keo.sokunthea.11d@school.edu","$2a$10$FFAA.jc23nppqbtE.8DCNelJS1/BbZPzJk2PWQ3u6yFk8C8/eOWhK","student","Keo Sokunthea","female","CMS100772"
"phan.sokunthea.11e@school.edu","$2a$10$ADyioI.4VPpuaUinpsACm.Rm/K.Z3S5tXqYu2R6TEeSdE9c/LkdNu","student","Phan Sokunthea","male","CMS100773"
"meas.sokunthea.11f@school.edu","$2a$10$pG0Nq.r2oCjbiKWWFGHYlOt.uGvaXX1OMPwj/BhX6BwX7t/JK9BSy","student","Meas Sokunthea","female","CMS100774"
"ouk.sokunthea.11a@school.edu","$2a$10$U96ov7ZAkCNchw8Nc2tJX.vaIlJN5beRIGXLSVlPFdhLKr85z2WnW","student","Ouk Sokunthea","male","CMS100775"
"chhim.sokunthea.11b@school.edu","$2a$10$8M7TL7uT3UPvyV5kkc/kpOFfcBezrvX9rG9Ba38KmDGWTGRYus3HO","student","Chhim Sokunthea","female","CMS100776"
"yin.sokunthea.11c@school.edu","$2a$10$D0mAar/OYHzZiwLOTxFZlu6lbq7CWHLTc921pGqh/wVgJ57SYiUQK","student","Yin Sokunthea","male","CMS100777"
"touch.sokunthea.11d@school.edu","$2a$10$iHQqnFYaF2AwT94ns1bpL.YiGM8eT0ALmiBupmiw6es.XMTd3cRn6","student","Touch Sokunthea","female","CMS100778"
"ngov.sokunthea.11e@school.edu","$2a$10$MBi4a0p1ZbVfSwc303TiQuKJxS/zxq2D4r2uopAXlteD5TVxi3fOK","student","Ngov Sokunthea","male","CMS100779"
"suon.sokunthea.11f@school.edu","$2a$10$akQnwYhBKhBzatEIQ90WpOCH1VGBuQ9bA0Jy6Zhr7bzuWxTStECUe","student","Suon Sokunthea","female","CMS100780"
"prak.sokunthea.11a@school.edu","$2a$10$fMYPa7ZiKjDI.GNO6cnNseBD.TO3vT75.ukeS99QyX6q.lH43.40i","student","Prak Sokunthea","male","CMS100781"
"kim.sokunthea.11b@school.edu","$2a$10$pAdWEkg5weLCYoYGm8r.MuAacGRvlJIP04NkXeYNBXAZmQemk2lN.","student","Kim Sokunthea","female","CMS100782"
"chhay.sokunthea.11c@school.edu","$2a$10$0ZDVRrEkE2rUUq45xRWx2evdr039uNP6trXiXDwCSnbcP4f1mXRM.","student","Chhay Sokunthea","male","CMS100783"
"nou.sokunthea.11d@school.edu","$2a$10$Po.6lIWDQbms.0uT6qpTk.LouP0IQmIvyGgfgAsNNO1HZklT3KH9m","student","Nou Sokunthea","female","CMS100784"
"heng.sokunthea.11e@school.edu","$2a$10$yorsUVXmJegeBQmoMeZWcuhV9f8cbSyLIMNfh4EYAHJJxWRAzvEB2","student","Heng Sokunthea","male","CMS100785"
"pen.sokunthea.11f@school.edu","$2a$10$2xbHUZgzpnRzupA.jcbvxeqCQ8PC72FOn3zg1pIt62C5BFtsvgCqS","student","Pen Sokunthea","female","CMS100786"
"sam.sokunthea.11a@school.edu","$2a$10$sxVNk0bcUWd8b6W.S8OHjOlWdyaQ3ffCO0wlvfeZNVanh/mtB9qIS","student","Sam Sokunthea","male","CMS100787"
"korng.sokunthea.11b@school.edu","$2a$10$tGcSTucS3H6q2Taw0.qmRekoEtFnygoSiiMSFfxNhkw3AKiH/bDEa","student","Korng Sokunthea","female","CMS100788"
"ros.sokunthea.11c@school.edu","$2a$10$OF2.wyiR1w.o5fS2pSOR2.Cpmm7mWEGj7./SfxOMPWfV/laS3pnYC","student","Ros Sokunthea","male","CMS100789"
"chin.sokunthea.11d@school.edu","$2a$10$sEgf.BmH4Mo6b9KVumWjDOqk90BzFrrOeIR7qUlo.8G7uEidxfJlq","student","Chin Sokunthea","female","CMS100790"
"mao.sokunthea.11e@school.edu","$2a$10$RAtLQ/MbaRW2W6oNZXSSYu8YZJNhhS7ms9efgvSh/b3eLXVoERUK2","student","Mao Sokunthea","male","CMS100791"
"lay.sokunthea.11f@school.edu","$2a$10$WxyzqKxyPHDtgdnlu6pqG.SgNxleCwpWUVifeqEo5nnOUaZFZDqAe","student","Lay Sokunthea","female","CMS100792"
"vannak.sokunthea.11a@school.edu","$2a$10$eOCbBxsNKtjngIsZL4q56u4jhbqT7OoWx4SShN7nZv1GljOWEkK6q","student","Vannak Sokunthea","male","CMS100793"
"sreypov.sokunthea.11b@school.edu","$2a$10$FkAJvm29t7xxc.Fms9ybqeQfmz0Na8ehopLVPi5zDGkKAsFFamS8C","student","Sreypov Sokunthea","female","CMS100794"
"rith.sokunthea.11c@school.edu","$2a$10$ueG9Ktar6suNouzm.wjl4O3DPwwnqeCYr.2L/DiS7ItwzkjaFrcei","student","Rith Sokunthea","male","CMS100795"
"borey.sokunthea.11d@school.edu","$2a$10$wBgdcJ6EPDEyxQFpOrp47Or.uKfbDxQ4VpoEsUweM8ALmOrhAATIe","student","Borey Sokunthea","female","CMS100796"
"visal.sokunthea.11e@school.edu","$2a$10$kLphetANL9bxBnbrLtiWmOQnKaA8FqLXFmFvM3dhT/arKm/YFNtxC","student","Visal Sokunthea","male","CMS100797"
"malis.sokunthea.11f@school.edu","$2a$10$ZJE8mpFh5X2uw9bulzp4tuKkJQbTzDpGk0xROMpUW2/hq5iD/ESDa","student","Malis Sokunthea","female","CMS100798"
"rattanak.sokunthea.11a@school.edu","$2a$10$JG6GyjRElIryNVz.0X1ng.V0t7mRUyjMQGVKrZFpLiA/bGpCqQoOG","student","Rattanak Sokunthea","male","CMS100799"
"sothea.sokunthea.11b@school.edu","$2a$10$1NWZ04IdfX2a7Q.W9H8BQ.qskJFJoUuAhZNaM2KwWFH0/OQSVrrEK","student","Sothea Sokunthea","female","CMS100800"
"sok.nary.11c@school.edu","$2a$10$7qepHORIpc./oW/N6JusOe8rNjkCuQdx8vdJK7TyNzcYo/SDGCRDi","student","Sok Nary","male","CMS100801"
"chan.nary.11d@school.edu","$2a$10$1JKjGLaANVsXAtuCSCsAv.EqxC55jReTTQcNB9bdXJjzDWCczYc5i","student","Chan Nary","female","CMS100802"
"lim.nary.11e@school.edu","$2a$10$SFiniNBWMsTvtK/shxn9juERMLynGYtgaDVUchJlquwzy6XO2CzuS","student","Lim Nary","male","CMS100803"
"keo.nary.11f@school.edu","$2a$10$Kv0TLb/VYqxtJ4IcWCQfPO1wT1vZPuiGFCol5wRYq/zqJsF/EOnVu","student","Keo Nary","female","CMS100804"
"phan.nary.11a@school.edu","$2a$10$YhREvEIruWW/18UDU5YKG.v9drFvCoOdDDYjSYPkpcAfdWf5iRM5K","student","Phan Nary","male","CMS100805"
"meas.nary.11b@school.edu","$2a$10$nDTfWQ4j0bx2UFQevusxqebjlNuU88akRU.wZ0DNEmrT7uP3PPeJa","student","Meas Nary","female","CMS100806"
"ouk.nary.11c@school.edu","$2a$10$fq4j9Az3Y8JJaNLLzTSef.d.kge5/dqwHPehSQDAqJudJ5eXIcs3a","student","Ouk Nary","male","CMS100807"
"chhim.nary.11d@school.edu","$2a$10$6mLbwU5UUyx5WQYzWd.LtuOPMRvHQe40c0INpTac9Rm6K2EuvMK/y","student","Chhim Nary","female","CMS100808"
"yin.nary.11e@school.edu","$2a$10$eCByXkQgwgKn1LWPiBQyhO1CWOityP.CjQZxObMlos1M9c4qeG2se","student","Yin Nary","male","CMS100809"
"touch.nary.11f@school.edu","$2a$10$myOK1wp3Buq.BsXSSKpULurIFZaKU10w4YR4AMa2ELQdQYpkwCxsG","student","Touch Nary","female","CMS100810"
"ngov.nary.11a@school.edu","$2a$10$f8bBgCtxd5BQWc2Ot9jquO3aJqsaxYPkrzF7J09PqrXmYakULqDHW","student","Ngov Nary","male","CMS100811"
"suon.nary.11b@school.edu","$2a$10$kOhnClIFYDCPkjv40Bl1g.bEP99uH9q.Ebz59LBI3LuyNFKyCK85e","student","Suon Nary","female","CMS100812"
"prak.nary.11c@school.edu","$2a$10$0Ci26NUqCDaeZHUWwiuPd.lcn40CXiRoSg9eCF4IXm291A0swpFJS","student","Prak Nary","male","CMS100813"
"kim.nary.11d@school.edu","$2a$10$kDr4t6tbkJuSr5zW8YF3Quan6EuTitm39tmk7x6ZdPA8Rhe8bhRmi","student","Kim Nary","female","CMS100814"
"chhay.nary.11e@school.edu","$2a$10$M9sOfNdB77b824WZPs9f4uFBcf6tcz.wAb83PRtIUXe2MSRjprgri","student","Chhay Nary","male","CMS100815"
"nou.nary.11f@school.edu","$2a$10$5QTHQGYvwC/9U6LK0o5eBubQDVVPSXNZ2vIPgPPSgY6JxxjqgLs2G","student","Nou Nary","female","CMS100816"
"heng.nary.11a@school.edu","$2a$10$qzK7PC80td/5HesGxbUqsOu1XyT6nOzaycYXsTd5b/15Gkm3PYK.u","student","Heng Nary","male","CMS100817"
"pen.nary.11b@school.edu","$2a$10$S038VSlLvIWjHmrmiElQXe1LNUoZ8ZDnqIjQrHjb1GYI0xfndEEgC","student","Pen Nary","female","CMS100818"
"sam.nary.11c@school.edu","$2a$10$4c1dd0lzg7cGF/cOOoKS3uw643N/13p/eQZ/QIjGGFwHItzMd2z5e","student","Sam Nary","male","CMS100819"
"korng.nary.11d@school.edu","$2a$10$EeezgsLGHlTpsVWbZN3mEOsfL8NIxzc28r78QOzTHPPLFUMUS6sqO","student","Korng Nary","female","CMS100820"
"ros.nary.11e@school.edu","$2a$10$nUZ86spKZGXizeff8WcYvO1QkN5dorZslXKPHatIDKdMDxH4/Ozju","student","Ros Nary","male","CMS100821"
"chin.nary.11f@school.edu","$2a$10$So0VKUuwP5JLthIPOCYd.OKtMJYiUuysudN0IDrYDJW4xQsLmDdLi","student","Chin Nary","female","CMS100822"
"mao.nary.11a@school.edu","$2a$10$JOo1dTic1B9Dtf77MJqtweLd.USl.J.Zl/8AyZhJkQ6p5h4SPyixO","student","Mao Nary","male","CMS100823"
"lay.nary.11b@school.edu","$2a$10$1.QW/uS6tZLt7uWlBs7bvuFp6jOhEG8f7N70wb1d/lvyk6PPe5q1i","student","Lay Nary","female","CMS100824"
"vannak.nary.11c@school.edu","$2a$10$xrL3JnC27RBVnC2B3EHvtO7dssf18h2InfoQiCMzeRLOfYT.3C.za","student","Vannak Nary","male","CMS100825"
"sreypov.nary.11d@school.edu","$2a$10$wj0P7hFVxdKbE8kB8fUv2.NraMJq9HO2LXnTDcf1T9n6v.My/h20.","student","Sreypov Nary","female","CMS100826"
"rith.nary.11e@school.edu","$2a$10$yoznjxUKcD.5BrGoKcmgNOzy776ReVr2OZhVECQQINnzXjl/IFFWq","student","Rith Nary","male","CMS100827"
"borey.nary.11f@school.edu","$2a$10$bgkZVPGOIY0i5y6XUvy4GezASq5r2Ep2bQV8YOkHj1rsv4gBm4COy","student","Borey Nary","female","CMS100828"
"visal.nary.11a@school.edu","$2a$10$GffpgN6UseGfp4eZVsNY6.gtbEaGdb6SyGMr7rz1Dt8VJmeR9CmBu","student","Visal Nary","male","CMS100829"
"malis.nary.11b@school.edu","$2a$10$acVM3TaDVstIVxr4XZPjxu4j6JNPXX06rGUkMDHjlaqS5JOG0gE6W","student","Malis Nary","female","CMS100830"
"rattanak.nary.12c@school.edu","$2a$10$JZAhhiBan.vNXOcxBnz9xOaIjcoMJ8Bi5AWi6xp3Ejeabb4SwoOXW","student","Rattanak Nary","male","CMS100831"
"sothea.nary.12d@school.edu","$2a$10$4LMpzbIufxB5A5dpfAZ4wemSDKOZ5VkdAcSp4MhTzsJkdD7.nMDGe","student","Sothea Nary","female","CMS100832"
"sok.dalin.12e@school.edu","$2a$10$MGN.JOHEfBv587D47EgnCuLzWjyLFPuvIEjh1gkTgvojRxSwTvrMO","student","Sok Dalin","male","CMS100833"
"chan.dalin.12f@school.edu","$2a$10$Vs3fK6aPp5QFCLLUEQb0/.T5bzqEJGXVgFNUoQDOxwfHZPO6M7XCy","student","Chan Dalin","female","CMS100834"
"lim.dalin.12a@school.edu","$2a$10$zlOnvBEiC1wwOwlSgCfuHeVZuVO1d3tQ19hEZmrj3uKiDmBdZRb0K","student","Lim Dalin","male","CMS100835"
"keo.dalin.12b@school.edu","$2a$10$QBmkXLl6JX4Ifz6aCJtX7OrTp3DwXaAanSRZ.dyxQOJMJwVmtEBim","student","Keo Dalin","female","CMS100836"
"phan.dalin.12c@school.edu","$2a$10$mm/zkaljujPpoqjqPA5SC.lgwRwBcvSTXFEKh.SfZclGSD/Uc3BAC","student","Phan Dalin","male","CMS100837"
"meas.dalin.12d@school.edu","$2a$10$sO3hzSvI1YANVnG8b/jvJ.kv/8z/79kZ/a/7xVR16n233txElVYAa","student","Meas Dalin","female","CMS100838"
"ouk.dalin.12e@school.edu","$2a$10$OzwXn0qYmbTef1QwiVxlNu1yX4h4YybVNujVpkTKLO0z6v1TmvaS6","student","Ouk Dalin","male","CMS100839"
"chhim.dalin.12f@school.edu","$2a$10$YObZoCmoxnPYqJxlxUMqeuu2EZTNW8POXw0tCyI5KE26IkT5oZNMS","student","Chhim Dalin","female","CMS100840"
"yin.dalin.12a@school.edu","$2a$10$gmyY6rCjXU3tl2w71gJ6JOFs9QLe02MspbDtsKSHKdzLz0W2QcSa2","student","Yin Dalin","male","CMS100841"
"touch.dalin.12b@school.edu","$2a$10$OZdjeEe2TT7NCy68Whaou.hKjJ0WyQwMtc3m2YrPGZG1YSqLi/XaK","student","Touch Dalin","female","CMS100842"
"ngov.dalin.12c@school.edu","$2a$10$LubDbXPYE.C7PvulhiTtOeZDxWoAbRyj7X2SqnznCviaFEj1U0jf.","student","Ngov Dalin","male","CMS100843"
"suon.dalin.12d@school.edu","$2a$10$Yze6d3FCCyZp4ARyQB0O1OXiGTCIcGlD8NxEchbhECghcEr73c6M6","student","Suon Dalin","female","CMS100844"
"prak.dalin.12e@school.edu","$2a$10$vDN5.73ldlpTEajdQPqEzOTeMTImE1rKsQL8HXaJVQUv3KO5p3ysm","student","Prak Dalin","male","CMS100845"
"kim.dalin.12f@school.edu","$2a$10$MsxFcgKFT3UbAFrlz4rPq.TO6H7mzP7v3XRKmAuADFIW/To8yL3g.","student","Kim Dalin","female","CMS100846"
"chhay.dalin.12a@school.edu","$2a$10$TM0bI72/ZMpwmMRAQwtoGuIXme8PrbiuXhnOOXh0i9GmEFmtI/pMq","student","Chhay Dalin","male","CMS100847"
"nou.dalin.12b@school.edu","$2a$10$Me1aSRqDSmNMvRxccAN6yueJkAA3BCIjYEIeSvY06vqVQygR4TqSe","student","Nou Dalin","female","CMS100848"
"heng.dalin.12c@school.edu","$2a$10$fDviHhCDpJ4vgFgPD34YSO33gQLGZ8fr5OiWTR4F9vZ.Qef8K98ta","student","Heng Dalin","male","CMS100849"
"pen.dalin.12d@school.edu","$2a$10$CvmNaJtukpej9jcD.yg0h.pZGKeo8XTJto/3DHRrt2MZyxc/XUfsy","student","Pen Dalin","female","CMS100850"
"sam.dalin.12e@school.edu","$2a$10$LBT3.HWgeZEeQKaudqEHc.WlsX3MdtIgVYNj10l8AEuxVLm2uopdq","student","Sam Dalin","male","CMS100851"
"korng.dalin.12f@school.edu","$2a$10$.T/scfLeX.Nu68oP07oAx.Y2GRysTOElcParalC5XJuF7flqlqoxC","student","Korng Dalin","female","CMS100852"
"ros.dalin.12a@school.edu","$2a$10$j5yP28CajRUgeio9ZraoseBpbI/1LTdnDx3rkUi6b6l7czpHyJ/wu","student","Ros Dalin","male","CMS100853"
"chin.dalin.12b@school.edu","$2a$10$Ca72q28LSKnO/Zc/sLrxfuw65dqm8IBKVruCgIUgCMxo299ZY3ZYq","student","Chin Dalin","female","CMS100854"
"mao.dalin.12c@school.edu","$2a$10$9q3bHiw6FYs.pgINE3SHFOyu2xMJk9n5HKSWrxlCZpqBmCjgD2yXW","student","Mao Dalin","male","CMS100855"
"lay.dalin.12d@school.edu","$2a$10$NxSJ9qYl.HXsPkXyoYJY6.9WczeFigkjfa6cRFpQMQkdc8BRQoqiO","student","Lay Dalin","female","CMS100856"
"vannak.dalin.12e@school.edu","$2a$10$WsivG2fHQO1uOT9M9eaF0.AiyHJs4TR8GOxByDfomYB59vS9GFrOS","student","Vannak Dalin","male","CMS100857"
"sreypov.dalin.12f@school.edu","$2a$10$kDZ0D41AQoiUIv0IiovAeOXXPqmTlwGdf.OaqL4akNI2m.ZU5xk3m","student","Sreypov Dalin","female","CMS100858"
"rith.dalin.12a@school.edu","$2a$10$wHSWtGxdP71NsZjhGYHbT.30C8sp.PaUNL.LDW0zDFs5x9xmTtBHK","student","Rith Dalin","male","CMS100859"
"borey.dalin.12b@school.edu","$2a$10$whxxRt8TgiRfAUyRe3WDXOIVYrg7nTC4UzjYNmgMRexsMMLHYykA2","student","Borey Dalin","female","CMS100860"
"visal.dalin.12c@school.edu","$2a$10$M5bTJzkmPoYoQmOg/p6qn.xAPOXLa7fR9b8rWb8fyalOic992mqjO","student","Visal Dalin","male","CMS100861"
"malis.dalin.12d@school.edu","$2a$10$3rQiBdqVTDbelpMWKI1GJOzujMcN4T/UitcNl52j5IOZJR5C.Pjxi","student","Malis Dalin","female","CMS100862"
"rattanak.dalin.12e@school.edu","$2a$10$p2LO0eINsorFcF8lqXFQn.aM/wZnYI0MPe6vZEKz2wwIO/o7F.vIC","student","Rattanak Dalin","male","CMS100863"
"sothea.dalin.12f@school.edu","$2a$10$oGyQLuZkj.ppG9fhF4.o..7049VGsU4NPBy8CIX77bd5EFnDlWzYG","student","Sothea Dalin","female","CMS100864"
"sok.sokha.12a@school.edu","$2a$10$lFPifWLxA53jNjOtSOtnxODi/xJTvADVxVIlI.4cfA3Az9o.MLQEu","student","Sok Sokha","male","CMS100865"
"chan.sokha.12b@school.edu","$2a$10$zVKaBr.Jt5r5HBIChaR5pOTNKI1a3OQvthNGt214JiHQUGmjpnZIO","student","Chan Sokha","female","CMS100866"
"lim.sokha.12c@school.edu","$2a$10$xVSEEuS3aJl2IE5oqaxhjeNIZktKSbdT3u9w/OmsjHfrWbC2p5Uye","student","Lim Sokha","male","CMS100867"
"keo.sokha.12d@school.edu","$2a$10$SKNJ9o.4xL9OnPFmZacxGe50KkeBLV1dwNI553Q7BV1jO.8irHHVq","student","Keo Sokha","female","CMS100868"
"phan.sokha.12e@school.edu","$2a$10$r9oBgJX3EWm29JOg75VNgeYqguwW3xjOP0e.EM0GMu60kyD.GeSve","student","Phan Sokha","male","CMS100869"
"meas.sokha.12f@school.edu","$2a$10$CZWCeg1c9.ZKAZOxGQLWS.GOaNdHZhA4u5aPeVHH7e4orwZsk/El.","student","Meas Sokha","female","CMS100870"
"ouk.sokha.12a@school.edu","$2a$10$G/m5N8jdKtl0BWjqoTZLeuGPKAgolRRTRccNgB62Hk9tbkS9Gw9lW","student","Ouk Sokha","male","CMS100871"
"chhim.sokha.12b@school.edu","$2a$10$87ii/NImqlOAyXLCoK0zQeNBCk/kWCYq8bJ9tSdSLCIiXJ9Na5xr2","student","Chhim Sokha","female","CMS100872"
"yin.sokha.12c@school.edu","$2a$10$yRMmKTMMZkge7yndyGN5f.TmI4Pysk.UPC9.0u.QALI5fwc2Jco.2","student","Yin Sokha","male","CMS100873"
"touch.sokha.12d@school.edu","$2a$10$rm/fzyo13sYjFzFhA.UJwuS9h2qVYf7Zxz0EwttSV0M2RO7R.T7jS","student","Touch Sokha","female","CMS100874"
"ngov.sokha.12e@school.edu","$2a$10$om.x5E0Ry/Ri/LZgDv0Qyu8kp1M/rPp4YzTQMTkc4wpZjtSVtc1hC","student","Ngov Sokha","male","CMS100875"
"suon.sokha.12f@school.edu","$2a$10$pTOpoSurtO7qI.Wq73X/m.qeKStZ.wROR/rCcj4fUtPez.v9vt/H2","student","Suon Sokha","female","CMS100876"
"prak.sokha.12a@school.edu","$2a$10$Zwp.55PDvkruBPIwTFAJL.CGFWdCswsQIVxwxXFtMPpKfdhjOcK/a","student","Prak Sokha","male","CMS100877"
"kim.sokha.12b@school.edu","$2a$10$r1G0vbjoNrpOfAct3CPMruR7glSTx9z4Zea6nnmGw3UhcdB3OAdIK","student","Kim Sokha","female","CMS100878"
"chhay.sokha.12c@school.edu","$2a$10$11CqdydnDr93UMZfm7xkceVdwY1eC3b1udEzKqMiplh2.CNRtku4e","student","Chhay Sokha","male","CMS100879"
"nou.sokha.12d@school.edu","$2a$10$v8rb3Qg8LWGKP1Uy4B7x1OuPqCQOMK5SWX2XSYdtFa4vSXT5QM27G","student","Nou Sokha","female","CMS100880"
"heng.sokha.12e@school.edu","$2a$10$g7JiNoCMKFa.Z96oF3KMaONBheP9L0h/nnz/rA8IdUr.D2K8sQDmy","student","Heng Sokha","male","CMS100881"
"pen.sokha.12f@school.edu","$2a$10$D0MVcBkE6hJWfW4Lcy/5jeRQS3Mw5XC3P.CIsTiMIi74jPphb6adG","student","Pen Sokha","female","CMS100882"
"sam.sokha.12a@school.edu","$2a$10$OOByb6zuRVaYs/USx5Eb8endO7MvWtw86loeQeH0HDcuoLbp02u1C","student","Sam Sokha","male","CMS100883"
"korng.sokha.12b@school.edu","$2a$10$U33mOyW6z.eOc.LhAlSSieNv/5s.c/ZFybiKwRsDovoWbPgSP2a3e","student","Korng Sokha","female","CMS100884"
"ros.sokha.12c@school.edu","$2a$10$KURVLLmLTlUkLcLDKCaGq.G1nGrgzPCb52e8BqqtB.904JE813hnu","student","Ros Sokha","male","CMS100885"
"chin.sokha.12d@school.edu","$2a$10$9tK1A6ASZExvS.Kh4RFEB.i7lwb.aBeIYthbC3P1Rc/Gsih8TaIRi","student","Chin Sokha","female","CMS100886"
"mao.sokha.12e@school.edu","$2a$10$hZy2f8fCMxFvAc6kF8O5WeM4SkKPq7PGZsPIronmiwOkyfLdHZnr6","student","Mao Sokha","male","CMS100887"
"lay.sokha.12f@school.edu","$2a$10$1.8TcAqTwZ1Dy1u7xHBlAOOV.5dMf2G3rQkVkJwvGC4Qk75QDZ9we","student","Lay Sokha","female","CMS100888"
"vannak.sokha.12a@school.edu","$2a$10$iwarGjNI6CuJgna528TyYuE6cm0ZaDp14BciTFmmjfZ6Cz0eeROsS","student","Vannak Sokha","male","CMS100889"
"sreypov.sokha.12b@school.edu","$2a$10$teWAdBwAvhPEKpktnt/TXe.ILCOA17ZptL.BnkDDmzmIr4kS53vIS","student","Sreypov Sokha","female","CMS100890"
"rith.sokha.12c@school.edu","$2a$10$6ebMIvNPTwY4MQeIrvN/1e1/mWDR..zDoQdHBGa9yqHSJK969q8LW","student","Rith Sokha","male","CMS100891"
"borey.sokha.12d@school.edu","$2a$10$twncrjm1fMZuGtOLfwLcMuZWQZx2PT3FNxibjcbaiq/1zpAaY7CKC","student","Borey Sokha","female","CMS100892"
